x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
9432.5967,9944.9971,34.6646,-1.6688,18.0000,0,0,0,0,0
9432.4988,9944.0019,34.6605,-1.6688,18.0000,0,0,0,0,0
9432.4010,9943.0068,34.6564,-1.6688,18.0000,0,0,0,0,0
9432.3033,9942.0117,34.6522,-1.6687,18.0000,0,0,0,0,0
9432.2056,9941.0166,34.6480,-1.6686,18.0000,0,0,0,0,0
9432.1079,9940.0214,34.6439,-1.6685,18.0000,0,0,0,0,0
9432.0104,9939.0262,34.6397,-1.6684,18.0000,0,0,0,0,0
9431.9130,9938.0308,34.6355,-1.6683,18.0000,0,0,0,0,0
9431.8158,9937.0354,34.6313,-1.6681,18.0000,0,0,0,0,0
9431.7187,9936.0403,34.6271,-1.6679,18.0000,0,0,0,0,0
9431.6218,9935.0453,34.6229,-1.6678,18.0000,0,0,0,0,0
9431.5251,9934.0502,34.6187,-1.6676,18.0000,0,0,0,0,0
9431.4286,9933.0550,34.6144,-1.6673,18.0000,0,0,0,0,0
9431.3323,9932.0598,34.6102,-1.6671,18.0000,0,0,0,0,0
9431.2363,9931.0645,34.6059,-1.6669,18.0000,0,0,0,0,0
9431.1405,9930.0692,34.6016,-1.6666,18.0000,0,0,0,0,0
9431.0449,9929.0739,34.5973,-1.6664,18.0000,0,0,0,0,0
9430.9496,9928.0785,34.5929,-1.6661,18.0000,0,0,0,0,0
9430.8546,9927.0831,34.5886,-1.6659,18.0000,0,0,0,0,0
9430.7598,9926.0877,34.5842,-1.6656,18.0000,0,0,0,0,0
9430.6653,9925.0922,34.5798,-1.6653,18.0000,0,0,0,0,0
9430.5711,9924.0968,34.5753,-1.6650,18.0000,0,0,0,0,0
9430.4772,9923.1013,34.5709,-1.6647,18.0000,0,0,0,0,0
9430.3835,9922.1058,34.5664,-1.6645,18.0000,0,0,0,0,0
9430.2901,9921.1102,34.5619,-1.6642,18.0000,0,0,0,0,0
9430.1970,9920.1145,34.5574,-1.6639,18.0000,0,0,0,0,0
9430.1042,9919.1187,34.5529,-1.6636,18.0000,0,0,0,0,0
9430.0116,9918.1227,34.5483,-1.6633,18.0000,0,0,0,0,0
9429.9193,9917.1264,34.5437,-1.6631,18.0000,0,0,0,0,0
9429.8272,9916.1301,34.5391,-1.6628,18.0000,0,0,0,0,0
9429.7356,9915.1352,34.5345,-1.6625,18.0000,0,0,0,0,0
9429.6442,9914.1404,34.5298,-1.6622,18.0000,0,0,0,0,0
9429.5530,9913.1439,34.5252,-1.6620,18.0000,0,0,0,0,0
9429.4624,9912.1518,34.5205,-1.6617,18.0000,0,0,0,0,0
9429.3709,9911.1465,34.5157,-1.6615,18.0000,0,0,0,0,0
9429.2804,9910.1499,34.5110,-1.6612,18.0000,0,0,0,0,0
9429.1907,9909.1590,34.5063,-1.6610,18.0000,0,0,0,0,0
9429.1008,9908.1631,34.5015,-1.6607,18.0000,0,0,0,0,0
9429.0111,9907.1673,34.4967,-1.6605,18.0000,0,0,0,0,0
9428.9216,9906.1714,34.4919,-1.6604,18.0000,0,0,0,0,0
9428.8322,9905.1755,34.4871,-1.6602,18.0000,0,0,0,0,0
9428.7431,9904.1796,34.4823,-1.6600,18.0000,0,0,0,0,0
9428.6540,9903.1837,34.4774,-1.6599,18.0000,0,0,0,0,0
9428.5651,9902.1877,34.4726,-1.6598,18.0000,0,0,0,0,0
9428.4762,9901.1917,34.4677,-1.6597,18.0000,0,0,0,0,0
9428.3875,9900.1956,34.4628,-1.6596,18.0000,0,0,0,0,0
9428.2988,9899.1995,34.4579,-1.6595,18.0000,0,0,0,0,0
9428.2102,9898.2033,34.4530,-1.6595,18.0000,0,0,0,0,0
9428.1217,9897.2072,34.4480,-1.6594,18.0000,0,0,0,0,0
9428.0332,9896.2110,34.4431,-1.6594,18.0000,0,0,0,0,0
9427.9448,9895.2148,34.4381,-1.6593,18.0000,0,0,0,0,0
9427.8563,9894.2187,34.4332,-1.6593,18.0000,0,0,0,0,0
9427.7679,9893.2226,34.4282,-1.6593,18.0000,0,0,0,0,0
9427.6795,9892.2265,34.4232,-1.6593,18.0000,0,0,0,0,0
9427.5911,9891.2304,34.4182,-1.6593,18.0000,0,0,0,0,0
9427.5026,9890.2342,34.4131,-1.6594,18.0000,0,0,0,0,0
9427.4142,9889.2380,34.4081,-1.6594,18.0000,0,0,0,0,0
9427.3256,9888.2418,34.4031,-1.6595,18.0000,0,0,0,0,0
9427.2370,9887.2456,34.3980,-1.6595,18.0000,0,0,0,0,0
9427.1484,9886.2494,34.3929,-1.6596,18.0000,0,0,0,0,0
9427.0597,9885.2532,34.3879,-1.6597,18.0000,0,0,0,0,0
9426.9709,9884.2571,34.3828,-1.6598,18.0000,0,0,0,0,0
9426.8819,9883.2610,34.3777,-1.6599,18.0000,0,0,0,0,0
9426.7929,9882.2649,34.3725,-1.6600,18.0000,0,0,0,0,0
9426.7037,9881.2689,34.3674,-1.6602,18.0000,0,0,0,0,0
9426.6144,9880.2729,34.3623,-1.6603,18.0000,0,0,0,0,0
9426.5249,9879.2768,34.3571,-1.6605,18.0000,0,0,0,0,0
9426.4352,9878.2808,34.3519,-1.6607,18.0000,0,0,0,0,0
9426.3453,9877.2847,34.3467,-1.6610,18.0000,0,0,0,0,0
9426.2551,9876.2886,34.3415,-1.6612,18.0000,0,0,0,0,0
9426.1646,9875.2926,34.3363,-1.6615,18.0000,0,0,0,0,0
9426.0739,9874.2965,34.3311,-1.6618,18.0000,0,0,0,0,0
9425.9828,9873.3005,34.3258,-1.6622,18.0000,0,0,0,0,0
9425.8914,9872.3048,34.3205,-1.6626,18.0000,0,0,0,0,0
9425.7995,9871.3094,34.3152,-1.6631,18.0000,0,0,0,0,0
9425.7072,9870.3146,34.3099,-1.6636,18.0000,0,0,0,0,0
9425.6143,9869.3186,34.3046,-1.6642,18.0000,0,0,0,0,0
9425.5208,9868.3240,34.2992,-1.6649,18.0000,0,0,0,0,0
9425.4251,9867.3131,34.2937,-1.6657,18.0000,0,0,0,0,0
9425.3332,9866.3517,34.2884,-1.6666,18.0000,0,0,0,0,0
9425.2387,9865.3745,34.2830,-1.6676,18.0000,0,0,0,0,0
9425.1370,9864.3312,34.2772,-1.6685,18.0000,0,0,0,0,0
9425.0394,9863.3412,34.2717,-1.6693,18.0000,0,0,0,0,0
9424.9411,9862.3492,34.2661,-1.6698,18.0000,0,0,0,0,0
9424.8416,9861.3494,34.2604,-1.6699,18.0000,0,0,0,0,0
9424.7426,9860.3533,34.2546,-1.6696,18.0000,0,0,0,0,0
9424.6444,9859.3589,34.2488,-1.6685,18.0000,0,0,0,0,0
9424.5476,9858.3647,34.2430,-1.6665,18.0000,0,0,0,0,0
9424.4534,9857.3702,34.2371,-1.6634,18.0000,0,0,0,0,0
9424.3629,9856.3753,34.2312,-1.6588,18.0000,0,0,0,0,0
9424.2779,9855.3802,34.2252,-1.6524,18.0000,0,0,0,0,0
9424.2001,9854.3849,34.2193,-1.6442,18.0000,0,0,0,0,0
9424.1314,9853.3891,34.2133,-1.6342,18.0000,0,0,0,0,0
9424.0735,9852.3911,34.2074,-1.6226,18.0000,0,0,0,0,0
9424.0278,9851.3932,34.2016,-1.6102,18.0000,0,0,0,0,0
9423.9949,9850.3948,34.1958,-1.5975,18.0000,0,0,0,0,0
9423.9745,9849.3952,34.1902,-1.5852,18.0000,0,0,0,0,0
9423.9660,9848.3947,34.1847,-1.5740,18.0000,0,0,0,0,0
9423.9681,9847.3932,34.1794,-1.5641,18.0000,0,0,0,0,0
9423.9795,9846.3932,34.1741,-1.5555,18.0000,0,0,0,0,0
9423.9987,9845.3930,34.1690,-1.5483,18.0000,0,0,0,0,0
9424.0244,9844.3957,34.1640,-1.5423,18.0000,0,0,0,0,0
9424.0555,9843.3975,34.1591,-1.5373,18.0000,0,0,0,0,0
9424.0914,9842.3983,34.1543,-1.5328,18.0000,0,0,0,0,0
9424.1314,9841.3989,34.1495,-1.5289,18.0000,0,0,0,0,0
9424.1752,9840.3995,34.1448,-1.5253,18.0000,0,0,0,0,0
9424.2223,9839.4003,34.1401,-1.5221,18.0000,0,0,0,0,0
9424.2726,9838.4013,34.1355,-1.5190,18.0000,0,0,0,0,0
9424.3259,9837.4024,34.1309,-1.5161,18.0000,0,0,0,0,0
9424.3819,9836.4037,34.1263,-1.5134,18.0000,0,0,0,0,0
9424.4407,9835.4051,34.1218,-1.5107,18.0000,0,0,0,0,0
9424.5021,9834.4067,34.1173,-1.5081,18.0000,0,0,0,0,0
9424.5660,9833.4084,34.1129,-1.5056,18.0000,0,0,0,0,0
9424.6325,9832.4103,34.1084,-1.5030,18.0000,0,0,0,0,0
9424.7015,9831.4124,34.1040,-1.5005,18.0000,0,0,0,0,0
9424.7730,9830.4148,34.0996,-1.4980,18.0000,0,0,0,0,0
9424.8470,9829.4176,34.0952,-1.4954,18.0000,0,0,0,0,0
9424.9236,9828.4205,34.0909,-1.4927,18.0000,0,0,0,0,0
9425.0030,9827.4234,34.0866,-1.4900,18.0000,0,0,0,0,0
9425.0851,9826.4265,34.0823,-1.4872,18.0000,0,0,0,0,0
9425.1701,9825.4298,34.0780,-1.4842,18.0000,0,0,0,0,0
9425.2581,9824.4333,34.0737,-1.4811,18.0000,0,0,0,0,0
9425.3493,9823.4371,34.0694,-1.4777,18.0000,0,0,0,0,0
9425.4440,9822.4413,34.0652,-1.4741,18.0000,0,0,0,0,0
9425.5425,9821.4460,34.0610,-1.4702,18.0000,0,0,0,0,0
9425.6450,9820.4509,34.0568,-1.4658,18.0000,0,0,0,0,0
9425.7519,9819.4577,34.0526,-1.4609,18.0000,0,0,0,0,0
9425.8644,9818.4619,34.0484,-1.4555,18.0000,0,0,0,0,0
9425.9801,9817.4868,34.0443,-1.4491,18.0000,0,0,0,0,0
9426.1051,9816.4941,34.0402,-1.4420,18.0000,0,0,0,0,0
9426.2410,9815.4715,34.0359,-1.4342,18.0000,0,0,0,0,0
9426.3798,9814.4950,34.0319,-1.4252,18.0000,0,0,0,0,0
9426.5292,9813.5065,34.0279,-1.4157,18.0000,0,0,0,0,0
9426.6882,9812.5225,34.0239,-1.4051,18.0000,0,0,0,0,0
9426.8585,9811.5367,34.0200,-1.3937,18.0000,0,0,0,0,0
9427.0406,9810.5530,34.0162,-1.3815,18.0000,0,0,0,0,0
9427.2349,9809.5725,34.0124,-1.3685,18.0000,0,0,0,0,0
9427.4421,9808.5950,34.0088,-1.3552,18.0000,0,0,0,0,0
9427.6626,9807.6192,34.0052,-1.3419,18.0000,0,0,0,0,0
9427.8961,9806.6465,34.0018,-1.3290,18.0000,0,0,0,0,0
9428.1415,9805.6774,33.9986,-1.3172,18.0000,0,0,0,0,0
9428.3976,9804.7114,33.9955,-1.3068,18.0000,0,0,0,0,0
9428.6629,9803.7482,33.9925,-1.2984,18.0000,0,0,0,0,0
9428.9355,9802.7859,33.9897,-1.2922,18.0000,0,0,0,0,0
9429.2124,9801.8272,33.9870,-1.2882,18.0000,0,0,0,0,0
9429.4941,9800.8623,33.9845,-1.2862,18.0000,0,0,0,0,0
9429.7751,9799.9037,33.9820,-1.2854,18.0000,0,0,0,0,0
9430.0556,9798.9488,33.9797,-1.2843,18.0000,0,0,0,0,0
9430.3393,9797.9885,33.9774,-1.2825,18.0000,0,0,0,0,0
9430.6248,9797.0295,33.9751,-1.2800,18.0000,0,0,0,0,0
9430.9134,9796.0705,33.9729,-1.2769,18.0000,0,0,0,0,0
9431.2042,9795.1150,33.9707,-1.2735,18.0000,0,0,0,0,0
9431.4987,9794.1601,33.9685,-1.2696,18.0000,0,0,0,0,0
9431.7971,9793.2061,33.9663,-1.2655,18.0000,0,0,0,0,0
9432.0996,9792.2532,33.9641,-1.2612,18.0000,0,0,0,0,0
9432.4063,9791.3015,33.9619,-1.2567,18.0000,0,0,0,0,0
9432.7175,9790.3512,33.9597,-1.2520,18.0000,0,0,0,0,0
9433.0331,9789.4023,33.9575,-1.2473,18.0000,0,0,0,0,0
9433.3534,9788.4548,33.9552,-1.2424,18.0000,0,0,0,0,0
9433.6783,9787.5087,33.9529,-1.2375,18.0000,0,0,0,0,0
9434.0080,9786.5640,33.9505,-1.2326,18.0000,0,0,0,0,0
9434.3426,9785.6204,33.9481,-1.2276,18.0000,0,0,0,0,0
9434.6813,9784.6800,33.9457,-1.2226,18.0000,0,0,0,0,0
9435.0242,9783.7423,33.9432,-1.2176,18.0000,0,0,0,0,0
9435.3725,9782.8046,33.9407,-1.2127,18.0000,0,0,0,0,0
9435.7237,9781.8731,33.9382,-1.2078,18.0000,0,0,0,0,0
9436.0852,9780.9286,33.9356,-1.2029,18.0000,0,0,0,0,0
9436.4481,9779.9938,33.9329,-1.1980,18.0000,0,0,0,0,0
9436.8122,9779.0695,33.9302,-1.1933,18.0000,0,0,0,0,0
9437.1815,9778.1443,33.9275,-1.1889,18.0000,0,0,0,0,0
9437.5571,9777.2147,33.9247,-1.1848,18.0000,0,0,0,0,0
9437.9349,9776.2901,33.9219,-1.1811,18.0000,0,0,0,0,0
9438.3166,9775.3655,33.9190,-1.1776,18.0000,0,0,0,0,0
9438.7013,9774.4425,33.9161,-1.1744,18.0000,0,0,0,0,0
9439.0889,9773.5205,33.9132,-1.1714,18.0000,0,0,0,0,0
9439.4791,9772.5996,33.9102,-1.1687,18.0000,0,0,0,0,0
9439.8718,9771.6798,33.9073,-1.1661,18.0000,0,0,0,0,0
9440.2667,9770.7610,33.9043,-1.1637,18.0000,0,0,0,0,0
9440.6637,9769.8430,33.9012,-1.1615,18.0000,0,0,0,0,0
9441.0626,9768.9260,33.8982,-1.1595,18.0000,0,0,0,0,0
9441.4634,9768.0097,33.8951,-1.1576,18.0000,0,0,0,0,0
9441.8658,9767.0942,33.8921,-1.1558,18.0000,0,0,0,0,0
9442.2697,9766.1795,33.8890,-1.1542,18.0000,0,0,0,0,0
9442.6751,9765.2653,33.8858,-1.1527,18.0000,0,0,0,0,0
9443.0818,9764.3518,33.8827,-1.1513,18.0000,0,0,0,0,0
9443.4897,9763.4388,33.8796,-1.1500,18.0000,0,0,0,0,0
9443.8988,9762.5263,33.8764,-1.1488,18.0000,0,0,0,0,0
9444.3089,9761.6142,33.8733,-1.1477,18.0000,0,0,0,0,0
9444.7199,9760.7026,33.8701,-1.1467,18.0000,0,0,0,0,0
9445.1318,9759.7914,33.8669,-1.1458,18.0000,0,0,0,0,0
9445.5445,9758.8805,33.8637,-1.1450,18.0000,0,0,0,0,0
9445.9580,9757.9699,33.8605,-1.1443,18.0000,0,0,0,0,0
9446.3720,9757.0596,33.8573,-1.1436,18.0000,0,0,0,0,0
9446.7866,9756.1495,33.8541,-1.1430,18.0000,0,0,0,0,0
9447.2017,9755.2398,33.8509,-1.1425,18.0000,0,0,0,0,0
9447.6173,9754.3299,33.8477,-1.1421,18.0000,0,0,0,0,0
9448.0329,9753.4210,33.8444,-1.1418,18.0000,0,0,0,0,0
9448.4498,9752.5101,33.8412,-1.1415,18.0000,0,0,0,0,0
9448.8646,9751.6043,33.8380,-1.1413,18.0000,0,0,0,0,0
9449.2832,9750.6906,33.8347,-1.1411,18.0000,0,0,0,0,0
9449.7039,9749.7726,33.8315,-1.1411,18.0000,0,0,0,0,0
9449.8633,9749.4248,33.8302,-1.1411,18.0000,0,0,0,1,0
